_id.$oid,cityName,nickName,user_id,movieId,gender,content
5d493b4eb070cfef54096eda,南京,iwC181235876,1076074921,1211270,暂无,"没有预期的那么好看
但也还不错
我还是被感动哭了几次"
5d493b4eb070cfef54096edb,溧水区,小狐俐~,1076123082,1211270,2,差点看哭，快结束的那会，很好看~
5d493b4eb070cfef54096edc,江都,sYh440121811,1076119826,1211270,暂无,好看呢，好看死掉了，的命的好看，看的哭哭的
5d493b4eb070cfef54096edd,苍南,在等月亮嗎,1076121433,1211270,暂无,非常好看 特效做的很好 人物性格鲜明 特别正能量也十分感动人心
5d493b4eb070cfef54096ede,苍南,葭月九,1076122252,1211270,2,不负期待，很好看。哪吒的那句“我命由我不由天”很燃啊！敖丙好帅呜呜呜声优太棒了！敖丙声优一出来啊我的少女心砰砰砰……！也很有意义，总之值得一看！
5d493b4eb070cfef54096edf,六安,FEI980757076,1076123079,1211270,暂无,"薛歌手，他包含了我所有喜欢的样子

认真时不经意撩拨的帅气 认准了一件事就要做到极致的态度 偶尔偷偷溢出的可爱 也会在需要时故意的“取悦” 

他身上的新鲜感似乎永远都挖掘不尽，每一次的翻唱live，都像是在他那里又活了一次，他赋予了它们生命，也让它们有了新的意义。

就像那些经典和特别，总会一次次平淡到重生，麻木却不枯竭。

他将音乐和情感溶于一体，恰到好处的释放自己的感情，深情与撕扯，搞怪与孩子气，通通在各个层面得以展现。

他可以唱声嘶力竭的情歌，亦能以温和的方式将故事娓娓道来。

是生活中的绅士，是综艺里的怪咖，是童话里的王子，是音乐里的珍贵，是谦友心中的花儿和少年。❤"
5d493b4eb070cfef54096ee0,中山,心醉,1076122251,1211270,1,很好看，值得看一下
5d493b4eb070cfef54096ee1,丹阳,激动人生PPP,1076112315,1211270,暂无,支持国产，中国雄起
5d493b4eb070cfef54096ee2,南昌,💋提拉米苏ζ灬,1076122249,1211270,暂无,很不错，很赞
5d493b4eb070cfef54096ee3,响水,💋      思,1076074916,1211270,2,很好看，非常好看，期待下一步
5d493b4fb070cfef54096ee5,宁波,就不能中一次嘛,1076112312,1211270,2,有感动有搞笑的 喜欢 很励志～
5d493b4fb070cfef54096ee6,池州,夜白,1076122247,1211270,暂无,"不认命，就是哪吒命
燃爆，超好看，力挺！！"
5d493b4fb070cfef54096ee7,上饶,土拨鼠,1076082755,1211270,暂无,国漫之光！！！笑点和泪点都安排的恰到好处！祝中国动漫越来越好！
5d493b4fb070cfef54096ee8,无锡,chen61lyy,1076120632,1211270,暂无,大爱吒儿，希望国产动画越来越好
5d493b4fb070cfef54096ee9,鹤山,-,1076120626,1211270,1,和女朋友看的 非常好看
5d493b4fb070cfef54096eea,上海,晚霞,1076121419,1211270,2,好看，也很感人
5d493b4fb070cfef54096eeb,北碚,黑黑,1076112308,1211270,1,终于有大片的感觉
5d493b4fb070cfef54096eec,三门峡,wMQ122332674,1076121417,1211270,暂无,"到底是感性还是理性来分析这个问题？
算了，理性也好，感性也罢。"
5d493b4fb070cfef54096eed,重庆,rDX708139542,1076121416,1211270,暂无,影院影厅一股臭味，说好的三个彩蛋？最后只出现出现两个。开篇的广告太多了，什么乱七八糟的广告看的人烦恼。
5d493b4fb070cfef54096eee,句容,A AAMr王， 美业,1076123064,1211270,1,很不错！很不错
5d493b4fb070cfef54096eef,广州,🌊断浪,1076082749,1211270,暂无,国外电影无意中透露了彩蛋，而哪吒这样故意片尾隔一下插一段所谓的彩蛋 真的很牵强 也真的很多人看不到
5d493b4fb070cfef54096ef0,乌鲁木齐,wangdan830116,1076120615,1211270,2,挺好的，支持国货
5d493b4fb070cfef54096ef1,长垣,aeU275641460,1076090352,1211270,暂无,很好，很励志
5d493b4fb070cfef54096ef2,许昌,开心一笑,1076121372,1211270,2,"很好看,也很感动，期待姜子牙"
5d493b55b070cfef54096ef4,北京,石铭妍,1076120608,1211270,2,真的好看 感动哭了 真的太泪了
5d493b55b070cfef54096ef6,昆明,dongjing20081128,1076121408,1211270,2,也还可以，但是有些宣传过头了，没有期待中的那么好看，不过也算良心制作了。
5d493b55b070cfef54096ef7,北京,iwK15801310443,1076120607,1211270,1,非常好 孩子可喜欢看了 打卡
5d493b5ab070cfef54096f12,昆明,呱唧💛,1076120582,1211270,2,哪吒超帅，贼感人，不过前，中菜单不知道在哪，后面有两个彩蛋，超赞
5d493b5ab070cfef54096f13,宿州,也许,1076112283,1211270,2,特别好看   完美
5d493b5ab070cfef54096f14,青岛,景治,1076122191,1211270,暂无,创造是空虚的。只是想到的体现出来
5d493b5ab070cfef54096f15,河池,羊驼,1076119762,1211270,暂无,看得热血沸腾🌚🌚
5d493b5ab070cfef54096f16,南充,栀柚,1076110398,1211270,暂无,'真的很好看(｡･ω･｡)ﾉ♡
5d493b5ab070cfef54096f17,常州,🍀🌳海峰,1076121376,1211270,2,好看的，把我8岁的女儿看感动的稀里哗啦的
5d493b5ab070cfef54096f18,柳州,xxxhz925,1076119759,1211270,暂无,萌萌的小哪吒  笑点也很多  敖丙很帅呀！！
5d493b5ab070cfef54096f19,成都, ,1076113288,1211270,2,很好看，好评哦
5d493b5ab070cfef54096f1a,大连,刘栗萌,1076113286,1211270,2,好看😊 ！哪吒很帅气！期待有续集
5d493b5ab070cfef54096f1b,杭州,兔小贝,1076074899,1211270,暂无,国产良心剧，值得追！
5d493b5ab070cfef54096f1c,珠海,PaE958641977,1076112277,1211270,暂无,值得观看！！！！
5d493b5ab070cfef54096f1d,苍南,℡゛逗比你好帅つ,1076122177,1211270,2,非常好看。希望以后有更多国漫看
5d493b5ab070cfef54096f1e,湖州,叹0调,1076112276,1211270,1,中国动漫的春天，做的真好，期待下一部！
5d493b5ab070cfef54096f1f,德惠市,雅芳,1076119749,1211270,2,很好看，结局很感动！体现了父母对孩子的爱是无私的，伟大的！！
5d493b5ab070cfef54096f22,乌兰察布,张永清,1076122174,1211270,1,调皮的小孩。为亲情，为友情，为自己与命运斗争。激情的时候燃爆，感动的时候落泪。比@《大圣归来》不遑多让，甚至有过之。国产动漫崛起势不可挡
5d493b5ab070cfef54096f23,北京,如蔚,1076120551,1211270,2,空洞无内容 
5d493b5ab070cfef54096f24,南昌,A驾校朱教练,1076123012,1211270,1,非常好看，有笑点，有哭点
5d493b5ab070cfef54096f25,上饶,《百味厨房》潔龍,1076119746,1211270,1,非常好看，国漫加油
5d493b5ab070cfef54096f26,南阳,沈晗,1076113279,1211270,2,不错很好很赞
